id,month_year,region,site_name,work_site_status,kpi_source,lob,kpi_name_w_subtypes,numerator,denominator,kpi_value,goal,kpi_attainment,goal_type,kpi_unit_of_measure,kpi_attainment_v2,kpi_value_vs_goal,kpi_value2,kpi_value_2,month,year
630,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG CI,Average Handle Time,"10,464,188.45","237,317.00",0.44,0.75,1.0,lower is better,.,1,30.91,44.09,44.09,3,2023
631,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG CI,Average Handle Time,"9,524,553.51","223,343.00",0.43,0.75,1.0,lower is better,.,1,32.35,42.65,42.65,4,2023
632,2023MAY,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG CI,Average Handle Time,"1,306,231.55","27,570.00",0.47,0.75,1.0,lower is better,.,1,27.62,47.38,47.38,5,2023
633,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG CMP,Accuracy,"8,237.00","8,335.00",0.99,0.95,1.0,higher is better,%,1,0.04,0.99,0.99,1,2023
634,2023JAN,IN,IND - Indore City - Rangreza,Onsite,Frontier PDO,IG CMP,Accuracy,116.00,122.00,0.95,0.95,1.0,higher is better,%,1,0.0,0.95,0.95,1,2023
635,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG CMP,Accuracy,"7,462.00","7,467.00",1.0,0.95,1.0,higher is better,%,1,0.05,1.00,1.00,2,2023
636,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG CMP,Average Handle Time,"27,965,644.56","307,403.00",0.91,1.8,1.0,lower is better,.,1,89.03,90.97,90.97,1,2023
637,2023JAN,IN,IND - Indore City - Rangreza,Onsite,Frontier PDO,IG CMP,Average Handle Time,"376,655.64","4,679.00",0.8,1.8,1.0,lower is better,.,1,99.5,80.50,80.50,1,2023
638,2023JAN,IN,IND - Indore City - Rangreza,Permanent WFH,Frontier PDO,IG CMP,Average Handle Time,"147,107.56","1,697.00",0.87,1.8,1.0,lower is better,.,1,93.31,86.69,86.69,1,2023
639,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG CMP,Average Handle Time,"28,334,368.57","343,241.00",0.83,1.8,1.0,lower is better,.,1,97.45,82.55,82.55,2,2023
640,2023FEB,IN,IND - Indore City - Rangreza,Permanent WFH,Frontier PDO,IG CMP,Average Handle Time,"469,704.51","6,123.00",0.77,1.8,1.0,lower is better,.,1,103.29,76.71,76.71,2,2023
641,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Content Monetization Program,Accuracy,"20,239.00","20,364.00",0.99,0.95,1.0,higher is better,%,1,0.04,0.99,0.99,1,2023
642,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Content Monetization Program,Accuracy,"28,324.00","28,456.00",1.0,0.95,1.0,higher is better,%,1,0.05,1.00,1.00,2,2023
643,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,IG Content Monetization Program,Accuracy,74.00,77.00,0.96,0.95,1.0,higher is better,%,1,0.01,0.96,0.96,2,2023
644,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Video Integrity,Accuracy,"1,154.00","1,180.00",0.98,0.93,1.0,higher is better,%,1,0.05,0.98,0.98,2,2023
645,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG Content Monetization Program,Accuracy,"16,240.00","16,272.00",1.0,0.95,1.0,higher is better,%,1,0.05,1.00,1.00,3,2023
646,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Content Monetization Program,Accuracy,"3,442.00","3,470.00",0.99,0.95,1.0,higher is better,%,1,0.04,0.99,0.99,3,2023
647,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,IG Content Monetization Program,Accuracy,54.00,54.00,1.0,0.95,1.0,higher is better,%,1,0.05,1.00,1.00,3,2023
648,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Unknown,Frontier PDO,IG Content Monetization Program,Accuracy,18.00,18.00,1.0,0.95,1.0,higher is better,%,1,0.05,1.00,1.00,3,2023
649,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG Content Monetization Program,Accuracy,"34,079.00","34,567.00",0.99,0.95,1.0,higher is better,%,1,0.04,0.99,0.99,4,2023
650,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Content Monetization Program,Average Handle Time,"100,730,191.06","1,152,033.00",0.87,1.8,1.0,lower is better,.,1,92.56,87.44,87.44,1,2023
651,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Unknown,Frontier PDO,IG Content Monetization Program,Average Handle Time,"450,359.02","6,857.00",0.66,1.8,1.0,lower is better,.,1,114.32,65.68,65.68,1,2023
652,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Content Monetization Program,Average Handle Time,"159,990,644.04","1,980,280.00",0.81,1.8,1.0,lower is better,.,1,99.21,80.79,80.79,2,2023
653,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Video Integrity,Average Handle Time,"3,709,520.37","14,619.00",2.54,4.2,1.0,lower is better,.,1,166.25,253.75,253.75,2,2023
654,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG Content Monetization Program,Average Handle Time,"29,298,035.61","353,706.00",0.83,1.8,1.0,lower is better,.,1,97.17,82.83,82.83,3,2023
655,2023MAR,IN,IND - Indore City - Rangreza,Permanent WFH,Frontier PDO,IG Content Monetization Program,Average Handle Time,"23,475.37",284.00,0.83,1.8,1.0,lower is better,.,1,97.34,82.66,82.66,3,2023
656,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Content Monetization Program,Average Handle Time,"82,559,055.55","1,188,531.00",0.69,1.8,1.0,lower is better,.,1,110.54,69.46,69.46,3,2023
657,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Unknown,Frontier PDO,IG Content Monetization Program,Average Handle Time,"461,551.17","6,068.00",0.76,1.8,1.0,lower is better,.,1,103.94,76.06,76.06,3,2023
658,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG Content Monetization Program,Average Handle Time,"29,805,887.88","372,026.00",0.8,1.8,1.0,lower is better,.,1,99.88,80.12,80.12,4,2023
659,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Content Monetization Program,Average Handle Time,"59,982,479.28","851,205.00",0.7,1.8,1.0,lower is better,.,1,109.53,70.47,70.47,4,2023
660,2023MAY,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG Content Monetization Program,Average Handle Time,"2,753,553.12","31,745.00",0.87,1.8,1.0,lower is better,.,1,93.26,86.74,86.74,5,2023
661,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Content Monetization Program,Average Handle Time,"5,744,424.81","74,346.00",0.77,1.8,1.0,lower is better,.,1,102.73,77.27,77.27,5,2023
662,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG Feed Brand Safety,Average Handle Time,"29,407,023.56","317,570.00",0.93,1.3,1.0,lower is better,.,1,37.4,92.60,92.60,1,2023
663,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG Feed Brand Safety,Average Handle Time,"32,899,272.76","313,683.00",1.05,1.3,1.0,lower is better,.,1,25.12,104.88,104.88,2,2023
664,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG Feed Brand Safety,Average Handle Time,"38,499,540.62","337,382.00",1.14,1.3,1.0,lower is better,.,1,15.89,114.11,114.11,3,2023
665,2023MAR,IN,IND - Indore City - Rangreza,Onsite,Frontier PDO,IG Feed Brand Safety,Average Handle Time,"12,731.45",286.00,0.45,1.3,1.0,lower is better,.,1,85.48,44.52,44.52,3,2023
666,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG Feed Brand Safety,Average Handle Time,"41,041,865.37","309,589.00",1.33,1.3,0.0,lower is better,.,0,-2.57,132.57,132.57,4,2023
667,2023APR,IN,IND - Indore City - Rangreza,Onsite,Frontier PDO,IG Feed Brand Safety,Average Handle Time,"5,402.20",61.00,0.89,1.3,1.0,lower is better,.,1,41.44,88.56,88.56,4,2023
668,2023MAY,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG Feed Brand Safety,Average Handle Time,"4,285,225.09","31,003.00",1.38,1.3,0.0,lower is better,.,0,-8.22,138.22,138.22,5,2023
669,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG Feed Brand Safety,Precision,43.00,104.00,0.41,0.8,0.0,higher is better,%,0,-0.39,0.41,0.41,3,2023
670,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG Feed Brand Safety,Precision,64.00,109.00,0.59,0.8,1.0,higher is better,%,1,-0.21,0.59,0.59,4,2023
671,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG Feed Brand Safety,Recall,43.00,112.00,0.38,0.8,0.0,higher is better,%,0,-0.42,0.38,0.38,3,2023
672,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG Feed Brand Safety,Recall,64.00,121.00,0.53,0.8,1.0,higher is better,%,1,-0.27,0.53,0.53,4,2023
673,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Live,Average Handle Time,"4,401,734.42","202,282.00",0.22,3.0,1.0,lower is better,.,1,278.24,21.76,21.76,1,2023
674,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Live,Average Handle Time,"4,684,558.04","216,438.00",0.22,3.0,1.0,lower is better,.,1,278.36,21.64,21.64,2,2023
675,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Maps,Accuracy,"34,926.00","34,926.00",1.0,0.91,1.0,higher is better,%,1,0.09,1.00,1.00,3,2023
676,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Maps,Accuracy,"19,528.00","19,530.00",1.0,0.91,1.0,higher is better,%,1,0.09,1.00,1.00,4,2023
677,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Maps,Accuracy,"4,455.00","4,457.00",1.0,0.91,1.0,higher is better,%,1,0.09,1.00,1.00,5,2023
678,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Maps,Average Handle Time,"4,639,789.40","239,054.00",0.19,3.0,1.0,lower is better,.,1,280.59,19.41,19.41,3,2023
679,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Maps,Average Handle Time,"3,927,746.77","214,147.00",0.18,0.3,1.0,lower is better,.,1,11.66,18.34,18.34,4,2023
680,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Maps,Average Handle Time,"549,494.85","20,249.00",0.27,0.3,1.0,lower is better,.,1,2.86,27.14,27.14,5,2023
681,2023JAN,NAM,USA - San Antonio - Cirrus,Current WFH,Frontier PDO,IG Originality,Accuracy,"8,439.00","9,186.00",0.92,0.9,1.0,higher is better,%,1,0.02,0.92,0.92,1,2023
682,2023JAN,NAM,USA - San Antonio - Cirrus,Onsite,Frontier PDO,IG Originality,Accuracy,"4,170.00","4,610.00",0.9,0.9,1.0,higher is better,%,1,0.0,0.90,0.90,1,2023
683,2023JAN,NAM,USA - San Antonio - Cirrus,Permanent WFH,Frontier PDO,IG Originality,Accuracy,"1,107.00","1,197.00",0.92,0.9,1.0,higher is better,%,1,0.02,0.92,0.92,1,2023
684,2023FEB,NAM,USA - San Antonio - Cirrus,Current WFH,Frontier PDO,IG Originality,Accuracy,636.00,684.00,0.93,0.9,1.0,higher is better,%,1,0.03,0.93,0.93,2,2023
685,2023FEB,SEA,PHL - Quezon City - Chateau Ridiculous,Onsite,Frontier BI,BI - Political,Accuracy,164.00,174.00,0.94,0.87,1.0,higher is better,%,1,0.07,0.94,0.94,2,2023
686,2023FEB,NAM,USA - San Antonio - Cirrus,Permanent WFH,Frontier PDO,IG Originality,Accuracy,87.00,92.00,0.95,0.9,1.0,higher is better,%,1,0.05,0.95,0.95,2,2023
687,2023MAR,SEA,PHL - Quezon City - Chateau Ridiculous,Current WFH,Frontier PDO,IG Originality,Accuracy,68.00,74.00,0.92,0.82,1.0,higher is better,%,1,0.1,0.92,0.92,3,2023
688,2023MAR,SEA,PHL - Quezon City - Chateau Ridiculous,Onsite,Frontier PDO,IG Originality,Accuracy,82.00,88.00,0.93,0.82,1.0,higher is better,%,1,0.11,0.93,0.93,3,2023
689,2023MAR,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier PDO,IG Originality,Accuracy,"25,666.00","27,300.00",0.94,0.82,1.0,higher is better,%,1,0.12,0.94,0.94,3,2023
690,2023MAR,NAM,USA - San Antonio - Cirrus,Current WFH,Frontier PDO,IG Originality,Accuracy,"9,760.00","10,512.00",0.93,0.82,1.0,higher is better,%,1,0.11,0.93,0.93,3,2023
691,2023MAR,NAM,USA - San Antonio - Cirrus,Onsite,Frontier PDO,IG Originality,Accuracy,"3,952.00","4,168.00",0.95,0.82,1.0,higher is better,%,1,0.13,0.95,0.95,3,2023
692,2023MAR,NAM,USA - San Antonio - Cirrus,Permanent WFH,Frontier PDO,IG Originality,Accuracy,"1,118.00","1,162.00",0.96,0.82,1.0,higher is better,%,1,0.14,0.96,0.96,3,2023
693,2023APR,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier PDO,IG Originality,Accuracy,"8,752.00","9,326.00",0.94,0.82,1.0,higher is better,%,1,0.12,0.94,0.94,4,2023
694,2023APR,NAM,USA - San Antonio - Cirrus,Current WFH,Frontier PDO,IG Originality,Accuracy,"4,854.00","5,304.00",0.92,0.82,1.0,higher is better,%,1,0.1,0.92,0.92,4,2023
695,2023APR,NAM,USA - San Antonio - Cirrus,Onsite,Frontier PDO,IG Originality,Accuracy,"2,018.00","2,230.00",0.9,0.82,1.0,higher is better,%,1,0.08,0.90,0.90,4,2023
696,2023APR,NAM,USA - San Antonio - Cirrus,Permanent WFH,Frontier PDO,IG Originality,Accuracy,548.00,619.00,0.89,0.82,1.0,higher is better,%,1,0.07,0.89,0.89,4,2023
697,2023MAY,NAM,USA - San Antonio - Cirrus,Current WFH,Frontier PDO,IG Originality,Accuracy,15.00,15.00,1.0,0.82,1.0,higher is better,%,1,0.18,1.00,1.00,5,2023
698,2023JAN,NAM,USA - San Antonio - Cirrus,Current WFH,Frontier PDO,IG Originality,Average Handle Time,"18,442,179.66","195,334.00",0.94,0.45,0.0,lower is better,.,0,-49.41,94.41,94.41,1,2023
699,2023JAN,NAM,USA - San Antonio - Cirrus,Onsite,Frontier PDO,IG Originality,Average Handle Time,"7,322,562.03","80,430.00",0.91,0.45,0.0,lower is better,.,0,-46.04,91.04,91.04,1,2023
700,2023JAN,NAM,USA - San Antonio - Cirrus,Permanent WFH,Frontier PDO,IG Originality,Average Handle Time,"2,477,692.81","24,778.00",1.0,0.45,0.0,lower is better,.,0,-55.0,100.00,100.00,1,2023
701,2023FEB,NAM,USA - San Antonio - Cirrus,Current WFH,Frontier PDO,IG Originality,Average Handle Time,"17,421,474.96","207,404.00",0.84,0.9,1.0,lower is better,.,1,6.0,84.00,84.00,2,2023
702,2023FEB,SEA,PHL - Quezon City - Chateau Ridiculous,Onsite,Frontier BI,BI - Political,Precision,52.00,55.00,0.95,0.92,1.0,higher is better,%,1,0.03,0.95,0.95,2,2023
703,2023FEB,NAM,USA - San Antonio - Cirrus,Permanent WFH,Frontier PDO,IG Originality,Average Handle Time,"2,142,980.38","23,242.00",0.92,0.9,0.0,lower is better,.,0,-2.2,92.20,92.20,2,2023
704,2023MAR,SEA,PHL - Quezon City - Chateau Ridiculous,Onsite,Frontier PDO,IG Originality,Average Handle Time,"148,206.39",500.00,2.96,1.21,0.0,lower is better,.,0,-175.41,296.41,296.41,3,2023
705,2023MAR,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier PDO,IG Originality,Average Handle Time,"60,771,567.77","684,766.00",0.89,1.21,1.0,lower is better,.,1,32.25,88.75,88.75,3,2023
706,2023MAR,NAM,USA - San Antonio - Cirrus,Current WFH,Frontier PDO,IG Originality,Average Handle Time,"23,480,490.02","301,545.00",0.78,0.9,1.0,lower is better,.,1,12.13,77.87,77.87,3,2023
707,2023MAR,NAM,USA - San Antonio - Cirrus,Onsite,Frontier PDO,IG Originality,Average Handle Time,"9,391,728.21","114,933.00",0.82,0.9,1.0,lower is better,.,1,8.29,81.71,81.71,3,2023
708,2023MAR,NAM,USA - San Antonio - Cirrus,Permanent WFH,Frontier PDO,IG Originality,Average Handle Time,"2,912,693.65","34,864.00",0.84,0.9,1.0,lower is better,.,1,6.46,83.54,83.54,3,2023
709,2023APR,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier PDO,IG Originality,Average Handle Time,"57,496,916.60","538,902.00",1.07,1.21,1.0,lower is better,.,1,14.31,106.69,106.69,4,2023
710,2023APR,NAM,USA - San Antonio - Cirrus,Current WFH,Frontier PDO,IG Originality,Average Handle Time,"20,607,691.45","227,700.00",0.9,1.25,1.0,lower is better,.,1,34.5,90.50,90.50,4,2023
711,2023APR,NAM,USA - San Antonio - Cirrus,Onsite,Frontier PDO,IG Originality,Average Handle Time,"8,392,394.98","91,643.00",0.92,1.25,1.0,lower is better,.,1,33.42,91.58,91.58,4,2023
712,2023APR,NAM,USA - San Antonio - Cirrus,Permanent WFH,Frontier PDO,IG Originality,Average Handle Time,"2,389,630.98","26,204.00",0.91,1.25,1.0,lower is better,.,1,33.81,91.19,91.19,4,2023
713,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Originality,Average Handle Time,"1,290,543.47","8,941.00",1.44,1.21,0.0,lower is better,.,0,-23.34,144.34,144.34,5,2023
714,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,IG Originality,Average Handle Time,"41,450.43",328.00,1.26,1.21,0.0,lower is better,.,0,-5.37,126.37,126.37,5,2023
715,2023MAY,SEA,PHL - Quezon City - Chateau Ridiculous,Permanent WFH,Frontier PDO,IG Originality,Average Handle Time,"7,624,725.33","81,856.00",0.93,1.21,1.0,lower is better,.,1,27.85,93.15,93.15,5,2023
716,2023MAY,NAM,USA - San Antonio - Cirrus,Current WFH,Frontier PDO,IG Originality,Average Handle Time,"2,976,233.23","14,796.00",2.01,1.25,0.0,lower is better,.,0,-76.15,201.15,201.15,5,2023
717,2023MAY,NAM,USA - San Antonio - Cirrus,Onsite,Frontier PDO,IG Originality,Average Handle Time,"1,297,249.20","7,083.00",1.83,1.25,0.0,lower is better,.,0,-58.15,183.15,183.15,5,2023
718,2023MAY,NAM,USA - San Antonio - Cirrus,Permanent WFH,Frontier PDO,IG Originality,Average Handle Time,"314,883.41","1,711.00",1.84,1.25,0.0,lower is better,.,0,-59.03,184.03,184.03,5,2023
719,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Partner Monetization Program,Accuracy,"12,076.00","12,099.00",1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,1,2023
720,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Partner Monetization Program,Accuracy,"17,173.00","17,227.00",1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,2,2023
721,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG Partner Monetization Program,Accuracy,"51,662.00","51,754.00",1.0,0.95,1.0,higher is better,%,1,0.05,1.00,1.00,3,2023
722,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Partner Monetization Program,Accuracy,0.00,14.00,0.0,0.9,0.0,higher is better,%,0,-0.9,0.00,0.00,3,2023
723,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG Partner Monetization Program,Accuracy,"18,303.00","18,361.00",1.0,0.95,1.0,higher is better,%,1,0.05,1.00,1.00,4,2023
724,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Partner Monetization Program,Average Handle Time,"19,328,607.91","233,724.00",0.83,1.8,1.0,lower is better,.,1,97.3,82.70,82.70,1,2023
725,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Partner Monetization Program,Average Handle Time,"17,862,823.66","249,465.00",0.72,1.8,1.0,lower is better,.,1,108.4,71.60,71.60,2,2023
726,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG Partner Monetization Program,Average Handle Time,"23,164,595.28","332,517.00",0.7,1.8,1.0,lower is better,.,1,110.34,69.66,69.66,3,2023
727,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Partner Monetization Program,Average Handle Time,"20,481,065.22","352,018.00",0.58,1.8,1.0,lower is better,.,1,121.82,58.18,58.18,3,2023
728,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG Partner Monetization Program,Average Handle Time,"20,492,033.74","277,625.00",0.74,1.8,1.0,lower is better,.,1,106.19,73.81,73.81,4,2023
729,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Partner Monetization Program,Average Handle Time,"17,701,670.56","294,522.00",0.6,1.8,1.0,lower is better,.,1,119.9,60.10,60.10,4,2023
730,2023MAY,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG Partner Monetization Program,Average Handle Time,"1,888,424.17","21,731.00",0.87,1.8,1.0,lower is better,.,1,93.1,86.90,86.90,5,2023
731,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Partner Monetization Program,Average Handle Time,"1,824,673.99","23,932.00",0.76,1.8,1.0,lower is better,.,1,103.76,76.24,76.24,5,2023
732,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG PMP,Accuracy,"22,649.31","22,692.00",1.0,0.95,1.0,higher is better,%,1,0.05,1.00,1.00,1,2023
733,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG PMP,Accuracy,"20,481.00","20,504.00",1.0,0.95,1.0,higher is better,%,1,0.05,1.00,1.00,2,2023
734,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG PMP,Average Handle Time,"21,421,779.29","302,914.00",0.71,1.8,1.0,lower is better,.,1,109.28,70.72,70.72,1,2023
735,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG PMP,Average Handle Time,"18,482,845.13","256,525.00",0.72,1.8,1.0,lower is better,.,1,107.95,72.05,72.05,2,2023
736,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG Shopping Commerce Quality,Accuracy,"122,454.00","124,183.00",0.99,0.9,1.0,higher is better,%,1,0.09,0.99,0.99,1,2023
737,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Shopping Commerce Quality,Accuracy,"207,722.97","210,001.00",0.99,0.9,1.0,higher is better,%,1,0.09,0.99,0.99,1,2023
738,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,IG Shopping Commerce Quality,Accuracy,"7,394.01","7,460.00",0.99,0.9,1.0,higher is better,%,1,0.09,0.99,0.99,1,2023
739,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG Shopping Commerce Quality,Average Handle Time,"7,318,757.77","539,587.00",0.14,0.2,1.0,lower is better,.,1,6.44,13.56,13.56,1,2023
740,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Shopping Commerce Quality,Average Handle Time,"19,852,890.10","1,528,465.00",0.13,0.2,1.0,lower is better,.,1,7.01,12.99,12.99,1,2023
741,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,IG Shopping Commerce Quality,Average Handle Time,"779,099.74","55,426.00",0.14,0.2,1.0,lower is better,.,1,5.94,14.06,14.06,1,2023
742,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Inspiration ML,Average Handle Time,"359,680.03","6,241.00",0.58,0.6,1.0,lower is better,.,1,2.37,57.63,57.63,3,2023
743,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Inspiration ML,Average Handle Time,"899,810.04","15,808.00",0.57,0.6,1.0,lower is better,.,1,3.08,56.92,56.92,4,2023
744,2023MAY,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Inspiration ML,Average Handle Time,"128,423.83","2,505.00",0.51,0.6,1.0,lower is better,.,1,8.73,51.27,51.27,5,2023
745,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Intent Labeling,Accuracy,"50,736.00","53,550.00",0.95,0.9,1.0,higher is better,%,1,0.05,0.95,0.95,1,2023
746,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Intent Labeling,Accuracy,"56,586.00","58,470.00",0.97,0.9,1.0,higher is better,%,1,0.07,0.97,0.97,2,2023
747,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Intent Labeling,Accuracy,"134,970.00","140,920.00",0.96,0.9,1.0,higher is better,%,1,0.06,0.96,0.96,3,2023
748,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Intent Labeling,Average Handle Time,"4,272,005.16","73,438.00",0.58,0.7,1.0,lower is better,.,1,11.83,58.17,58.17,1,2023
749,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Intent Labeling,Average Handle Time,"3,524,780.02","61,680.00",0.57,0.7,1.0,lower is better,.,1,12.85,57.15,57.15,2,2023
750,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Intent Labeling,Average Handle Time,"4,198,743.01","76,575.00",0.55,0.7,1.0,lower is better,.,1,15.17,54.83,54.83,3,2023
751,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Intent Labeling,Average Handle Time,"3,456,991.62","64,206.00",0.54,0.7,1.0,lower is better,.,1,16.16,53.84,53.84,4,2023
752,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Intent Labeling,Average Handle Time,"568,492.14","10,190.00",0.56,0.7,1.0,lower is better,.,1,14.21,55.79,55.79,5,2023
753,2023JAN,NAM,USA - San Antonio - Lizzy's Clubhouse,Current WFH,Frontier PDO,Linguists,Accuracy,120.00,120.00,1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,1,2023
754,2023JAN,NAM,USA - San Antonio - Lizzy's Clubhouse,Onsite,Frontier PDO,Linguists,Accuracy,"10,084.00","10,084.00",1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,1,2023
